,Customer ID,Predicted CLV (BG-NBD),Predicted CLV (Pareto-NBD),Predicted CLV (MBG-NBD)
1038,13822,2855.750878,2873.779469,2895.608198
1039,13823,2756.947562,2492.054162,2748.707809
1040,13824,3523.508076,3109.969536,3453.750535
1041,13825,192.5278385,114.449716,204.4106751
1042,13827,1923.789122,1866.586316,1951.556714
1043,13831,5647.763639,5006.213982,5533.684989
1044,13832,706.5489335,670.1623785,735.935189
1045,13833,774.0646957,708.5745027,844.922346
1046,13834,191.2717739,108.8778632,188.700465
1047,13835,1382.989547,1243.946892,1375.45542
1048,13836,78.69329386,105.7125972,81.54975004
1049,13837,660.9078193,593.0763902,719.283052
1050,13838,2103.564401,1924.456337,2111.043037
1051,13842,5174.070062,4453.820876,5038.950265
1052,13846,1759.033804,1609.179031,1765.739862
1053,13848,2565.388731,2225.32549,2548.03821
1054,13849,2873.224383,2582.172158,2883.706381
1055,13851,3711.465279,3227.227506,3698.605785
1056,13854,11442.80297,10081.64452,11128.68136
1057,13855,207.7766113,111.504516,191.5475702
1058,13856,912.459414,613.07245,839.6798656
1059,13857,252.4835124,166.44558,236.0312616
1060,13859,458.3885756,363.9285451,501.4230305
1061,13860,5102.203898,4795.234873,4866.470365
1062,13861,214.4757086,154.7377164,214.6672639
1063,13862,3877.24778,3459.496437,3776.070746
1064,13863,960.4293123,686.8574676,934.7105469
1065,13865,1457.004644,1338.506477,1469.919227
1066,13867,2337.568085,2220.187776,2397.514207
1067,13868,10580.66368,10662.81479,10713.62389
1068,13869,5574.81629,4587.922489,5456.388879
1069,13870,5103.823426,4558.215672,5012.557655
1070,13871,6708.803472,5923.813121,6563.829114
1071,13872,78.35431301,43.5442109,69.99570069
1072,13873,1275.279167,1061.50898,1251.809255
1073,13874,241.4422482,125.0804578,211.2113181
1074,13875,4254.826535,3722.826145,4181.048151
1075,13877,718.7229436,641.302976,728.2906224
1076,13878,1845.942401,1693.544004,1892.483294
1077,13880,4922.837083,4362.846261,4815.271527
1078,13881,40652.22446,35868.00669,39498.81016
1079,13882,6625.679533,6211.395634,6176.529536
1080,13883,5958.434311,5296.813039,5831.178955
1081,13884,2596.842166,2335.800298,2557.607655
1082,13885,637.1376099,707.2051863,699.4517801
1083,13888,2011.319278,1745.307689,2027.629665
1084,13889,1721.511263,1489.823857,1707.248203
1085,13890,2851.548842,2537.993409,2793.505371
1086,13891,515.3648028,356.3115984,529.6124701
1087,13892,1279.374288,1161.374528,1283.040071
1088,13894,1420.685676,1318.876103,1436.864605
1089,13895,2806.118767,2534.501815,2798.284852
1090,13897,830.0870957,782.1927877,871.2620529
1091,13898,439.9531173,360.2057862,477.729305
1092,13899,847.9388439,839.0979618,916.1519423
1093,13900,1447.789828,1127.297269,1420.193453
1094,13901,4898.899643,4155.120821,4765.889181
1095,13902,54.74445927,47.45726387,49.77471264
1096,13904,833.1018143,817.440923,902.0258704
1097,13908,3491.033751,3159.836916,3458.462162
1098,13909,335.9752569,246.3165127,362.9045718
1099,13911,4272.837836,3644.600244,4139.970449
1100,13914,4174.771875,4054.412634,4008.789763
1101,13915,315.0077649,240.811403,345.9572738
1102,13916,402.015076,215.6801453,377.2134292
1103,13917,1221.591637,1202.604237,1310.176998
1104,13918,1814.885582,1775.234819,1959.452661
1105,13919,1239.479691,1120.75839,1251.415371
1106,13920,134.8897185,100.0719588,124.9941423
1107,13921,442.9192793,257.6208035,426.0393564
1108,13922,132.816064,111.9874608,125.1992227
1109,13924,7066.715519,6541.174536,6503.051928
1110,13925,2326.244003,2204.773802,2256.37719
1111,13927,903.3035153,835.3570213,941.6098045
1112,13928,2572.09272,2430.52275,2533.482556
1113,13929,2556.018229,1932.333979,2468.522154
1114,13930,1378.877379,1376.187169,1467.021843
1115,13931,3456.659957,2997.725653,3421.878361
1116,13933,1369.205215,1398.811448,1471.937732
1117,13935,276.3496683,212.8210747,267.0680183
1118,13936,1066.260325,899.4192244,1078.274573
1119,13937,730.5273015,635.036631,759.2942861
1120,13939,1901.744113,1698.914911,1877.507628
1121,13940,2973.596464,2807.702885,2937.450035
1122,13941,8831.299666,7832.69224,8669.332449
1123,13945,417.5388027,319.303491,451.212957
1124,13946,1549.866182,1366.463534,1548.743729
1125,13948,467.171683,292.2757628,457.1931017
1126,13949,8405.359998,7840.419278,7963.829482
1127,13950,1959.261659,1829.476255,1969.382367
1128,13951,1078.725695,969.1711411,1113.149956
1129,13952,4642.503541,2756.887032,4208.211287
1130,13953,5438.031462,4878.675107,5370.181174
1131,13954,2735.982345,2648.482455,2694.400608
1132,13955,927.0142793,816.8593652,962.5745709
1133,13956,2492.612575,2300.035192,2478.056039
1134,13957,433.0507253,285.28254,445.5386633
1135,13958,472.4791214,244.0682716,417.040565
1136,13959,1626.042412,1434.314365,1622.476674
1137,13960,2025.323084,2047.386888,2101.936055
1138,13962,794.8167311,752.8593518,828.3631389
1139,13963,3.067019956,2.257695864,2.73629516
1140,13964,138.6738254,136.9967689,139.9737426
1141,13965,172.647003,95.47001645,161.2914027
1142,13967,588.2191822,543.6261455,641.753633
1143,13969,13408.85916,11822.05991,13025.42437
1144,13970,454.3831927,372.5547872,489.1345797
1145,13971,4451.596471,3956.943918,4360.719992
1146,13972,966.8989275,945.2419829,1039.513657
1147,13974,860.5420918,790.8263562,881.739618
1148,13975,4625.496106,4103.623123,4554.61088
1149,13976,1002.506381,825.5954169,1024.915474
1150,13978,2329.685889,2359.676397,2376.606637
1151,13979,2694.845979,2384.941521,2693.803286
1152,13980,1061.876876,934.5115769,1050.502379
1153,13982,3405.976518,3035.974863,3377.628253
1154,13983,6370.284177,5575.082249,6208.319431
1155,13984,1664.99592,1482.913701,1642.845419
1156,13985,9583.353664,8494.424244,9354.40804
1157,13987,302.9819571,284.4806162,326.4731821
1158,13988,4566.82225,4077.272098,4501.304059
1159,13989,1949.854679,1753.082452,1969.547079
1160,13991,3636.617792,3374.198684,3502.495129
1161,13992,732.130728,691.2895507,763.9244358
1162,13993,5688.339692,4982.944058,5552.847998
1163,13994,6685.11384,6186.312454,6450.167798
1164,13995,3707.009055,3289.438534,3634.103755
1165,13996,290.1833166,287.580174,313.178499
1166,13997,182.7237409,144.268204,192.4902178
1167,13998,284.8149167,190.3966185,286.0347907
1168,13999,8453.779266,7457.901728,8238.325548
1169,14000,1460.92821,1085.405313,1424.06694
1170,14001,4915.784291,4352.073128,4834.577185
1171,14002,1171.727601,1242.559804,1269.927201
1172,14004,7023.983008,6227.758895,6885.353496
1173,14005,6047.874433,5596.961418,5969.35979
1174,14006,1958.887047,1671.870938,1946.704108
1175,14009,1075.689559,879.9872981,1088.278978
1176,14011,211.3390062,136.871253,210.8638837
1177,14013,1227.339744,1068.114681,1232.479108
1178,14014,1583.405739,1466.800251,1658.154935
1179,14016,7068.998614,5209.223116,6736.210648
1180,14019,3683.487114,3528.547791,3635.058645
1181,14020,1451.521757,1333.097896,1466.205275
1182,14021,1637.509229,1326.611659,1612.300002
1183,14022,674.2811543,587.6973935,738.1026191
1184,14023,1142.262362,1134.365429,1231.197286
1185,14024,947.4288714,852.9540938,985.2240982
1186,14025,1.934859477,2.098720401,1.819703605
1187,14026,370.6139351,253.5306696,402.165444
1188,14029,1572.603156,1565.639181,1676.629486
1189,14030,7272.27489,6454.013622,7137.073687
1190,14031,31194.70192,27533.0156,30389.21092
1191,14032,4459.296392,3960.332617,4361.204381
1192,14034,1385.530084,1377.894821,1475.79179
1193,14035,3014.543702,2687.222028,2975.256624
1194,14037,836.8147682,670.1914677,828.3306447
1195,14038,2343.988836,2049.283427,2326.211146
1196,14039,493.8548369,488.1996153,540.6663016
1197,14040,10435.2332,8976.845417,10121.3168
1198,14043,301.2771246,204.5033196,329.0477458
1199,14044,2870.28972,2573.358244,2847.900573
1200,14045,7367.561411,5801.48758,7065.459396
1201,14047,3829.700025,3410.262315,3757.097015
1202,14048,594.7718018,496.0443532,609.7838514
1203,14049,11403.65067,10216.7639,11264.46351
1204,14050,1898.663309,1906.108312,1999.605241
1205,14051,18928.43385,16746.26963,18448.74346
1206,14052,739.2995319,731.0161134,804.4829788
1207,14053,950.6830761,833.4703849,968.9372003
1208,14055,1070.87894,983.2292596,1124.892535
1209,14056,15199.60277,13507.86724,14478.4782
1210,14057,7362.789573,6500.928562,7206.873827
1211,14058,263.9909367,193.4553754,282.4587762
1212,14060,9710.30743,8581.878934,9449.154705
1213,14061,385.8843314,227.1932783,392.6176488
1214,14062,21250.84861,18839.66809,20785.79466
1215,14064,2893.505778,2553.803823,2835.37026
1216,14065,62.60336804,77.80114229,62.06700081
1217,14067,1663.859223,1716.266851,1758.669134
1218,14068,823.3502803,547.2756662,809.2691879
1219,14069,188.72158,139.3097373,199.5465183
1220,14071,3150.261443,2857.673642,3064.769623
1221,14075,2228.605208,2037.821074,2233.597164
1222,14077,1452.155806,1309.455365,1443.076725
1223,14078,1706.12203,1448.184035,1677.540481
1224,14079,515.9364072,489.6256305,566.4875928
1225,14080,1043.583068,958.1093523,1059.97054
1226,14081,1858.186375,1087.041299,1707.03183
1227,14082,307.3623953,280.3982104,331.5320057
1228,14083,1642.473513,1481.552535,1628.341215
1229,14085,8927.54236,7911.232275,8715.764755
1230,14087,737.7341574,710.5446759,775.0973972
1231,14088,65414.94991,58009.66193,63340.57614
1232,14091,636.881255,421.430267,658.445612
1233,14092,6683.297596,5922.574535,6531.328011
1234,14096,205402.1652,187641.2177,188467.2253
1235,14097,352.0253096,238.0590675,382.1576206
1236,14099,5042.359303,4466.084362,4937.331106
1237,14101,8775.678732,7480.725201,8542.721055
1238,14102,7195.082242,6830.493998,6676.83576
1239,14104,1036.061365,869.9253872,1040.938644
1240,14105,4260.519239,3691.968635,4215.489297
1241,14107,4252.632683,3727.213523,4180.848443
1242,14108,1009.680165,927.7709438,1025.590669
1243,14110,11464.83953,10146.98147,11184.31737
1244,14111,2206.081946,2035.939164,2184.969844
1245,14112,5303.956486,4676.74084,5183.820134
1246,14113,5905.840588,5239.569841,5772.47129
1247,14114,774.1019485,503.1953338,730.0162044
1248,14115,403.712462,267.382638,437.8155328
1249,14116,4647.879853,4374.513851,4492.781053
1250,14119,389.1760805,284.1602439,405.9367569
1251,14121,13110.59463,12312.18027,12179.65031
1252,14122,338.7093227,199.0134297,327.5025993
1253,14125,6072.508588,5896.509844,6009.857583
1254,14126,1173.655665,1117.759811,1223.584768
1255,14127,2100.241476,1789.945628,2073.421182
1256,14128,1065.307039,973.0364281,1090.334783
1257,14129,2657.397249,2407.189114,2639.482958
1258,14130,1104.962103,794.1565309,1120.997808
1259,14132,9534.438303,8626.55868,9045.632838
1260,14133,852.4772843,740.7303824,863.4733302
1261,14134,337.8820347,178.8607362,292.0935327
1262,14135,8061.382617,7163.684951,7887.261769
1263,14136,334.0339786,176.2628879,302.8221744
1264,14138,2808.119299,2820.049954,2893.373087
1265,14139,1178.597417,1083.475508,1206.165134
1266,14140,4741.94347,4604.234414,4529.464058
1267,14141,4071.623801,3791.055544,3875.483972
1268,14142,549.1793203,355.3067573,545.7402951
1269,14145,5388.02637,4795.266245,5346.839343
1270,14146,6554.244888,5900.064132,6492.310762
1271,14147,2144.403372,1892.072208,2115.503038
1272,14148,565.7209616,489.2587117,617.8688831
1273,14150,884.4076807,868.1593343,961.2670765
1274,14151,35.67027786,28.88220075,34.14268765
1275,14152,1907.642876,1670.423375,1892.670501
1276,14154,3611.225202,2563.370557,3510.457478
1277,14156,261242.1743,228504.6332,253190.5127
1278,14157,1157.402188,1064.928087,1173.314028
1279,14159,6495.393512,5750.982731,6364.115599
1280,14160,1.83741578,1.965895925,1.717682244
1281,14161,2118.997149,1590.669454,2080.644414
1282,14162,711.319859,654.5187632,773.0977246
1283,14163,2961.882715,2624.759403,2975.844373
1284,14164,2097.003544,2265.237822,2221.975092
1285,14166,273.076741,181.3209101,294.0906396
1286,14167,1485.144914,1328.899032,1477.753783
1287,14168,244.5296772,165.3798856,247.3708097
1288,14169,189.466031,180.3770859,202.9282684
1289,14170,124.0249649,157.0787023,128.0235107
1290,14171,485.1299034,468.290881,532.8923766
1291,14172,40.69807289,36.51121074,39.54402625
1292,14173,877.4988027,812.2489299,891.442574
1293,14175,6548.479956,5681.486867,6383.777391
1294,14176,175.2280721,184.2938152,168.698317
1295,14177,2039.539766,1752.933038,2005.516401
1296,14178,4718.909197,4327.559865,4554.479157
1297,14179,2361.943174,2475.468951,2443.68489
1298,14180,7557.305102,6639.026044,7305.458254
1299,14181,338.3113605,246.4700077,368.1372018
1300,14182,107.2519326,72.4589459,99.04782777
1301,14183,313.6629948,240.8108166,337.6494592
1302,14186,367.8332996,217.887768,343.5426723
1303,14188,3722.973795,3346.81419,3613.530708
1304,14189,8163.765798,7227.255464,7855.523123
1305,14191,4532.101623,4050.102262,4454.712419
1306,14193,1437.744185,1334.407502,1495.923221
1307,14194,16718.65121,14765.18939,16282.67662
1308,14195,1394.717885,988.9328002,1329.574425
1309,14198,1785.226866,1599.25744,1759.260802
1310,14199,936.3453864,699.2695912,911.6536545
1311,14201,1587.369102,1379.031919,1552.905158
1312,14202,584.9684565,403.0895213,603.8393992
1313,14204,886.2147609,834.2390987,911.7388987
1314,14205,2127.569174,1906.607683,2099.233084
1315,14206,675.9541746,543.5887422,653.6813286
1316,14208,503.2531729,482.1292372,551.0791217
1317,14209,4714.099911,4188.929708,4621.128454
1318,14210,4568.448727,3675.312398,4387.836939
1319,14211,3977.652773,3406.153932,3864.147058
1320,14212,1186.867209,1135.69207,1295.863444
1321,14214,1774.99044,1607.468533,1734.909669
1322,14215,2862.472558,2576.648408,2837.846208
1323,14216,2903.719026,2651.956326,2893.250486
1324,14217,4049.74915,3575.726313,3921.727978
1325,14219,771.6373672,736.5181888,805.9583856
1326,14220,1200.321653,928.7503154,1216.205511
1327,14221,5793.601182,5080.443349,5679.025745
1328,14223,1827.808286,1669.578121,1836.9896
1329,14224,2020.586491,1689.144893,1973.282149
1330,14225,463.5883779,260.3093422,436.5511589
1331,14226,3384.086884,3021.336855,3323.173921
1332,14227,5829.790333,5145.128041,5705.152508
1333,14228,348.4742395,244.5609072,348.8555234
1334,14229,3074.166322,2702.551358,3007.386054
1335,14230,448.011168,321.2139834,484.5610726
1336,14231,1223.688627,974.2239161,1193.831913
1337,14232,3503.445161,3164.417742,3399.75863
1338,14233,2617.785506,2317.941704,2584.061814
1339,14234,4062.327344,3985.979944,3879.803795
1340,14235,4281.667588,3870.605224,4257.275416
1341,14236,2062.656526,1803.646138,2042.459232
1342,14237,467.15708,324.7231214,481.1046335
1343,14238,480.5225314,365.2187373,502.5360929
1344,14239,3962.450281,3438.845319,3861.209247
1345,14240,1419.988205,1340.006492,1479.193035
1346,14241,429.0239412,393.0311823,471.3820068
1347,14242,602.3877995,534.9514969,655.581895
1348,14243,6734.466706,5950.008394,6518.196828
1349,14245,802.2152376,844.8601729,784.1626613
1350,14246,2092.625231,1943.988626,2154.866923
1351,14247,584.9473553,396.6890417,556.8569274
1352,14248,750.2493647,558.7888141,774.4120823
1353,14249,314.0742112,178.7271289,277.2588085
1354,14250,3011.300171,3021.570599,3144.523388
1355,14251,9307.781943,8782.631698,8727.238844
1356,14253,289.6945841,194.1650622,312.7767917
1357,14256,1076.508506,706.3647051,1023.561819
1358,14257,4588.471927,4044.572077,4527.230019
1359,14258,25831.69521,22844.58559,25216.81084
1360,14260,305.697496,218.5982878,327.377354
1361,14261,2044.85845,2114.057358,2143.448054
1362,14262,5703.512528,5179.165518,5529.466458
1363,14264,1296.435664,1035.272788,1267.711535
1364,14265,1290.673712,1148.56943,1322.21712
1365,14267,1365.118559,1114.107851,1346.804996
1366,14271,548.7703255,477.8098033,599.2963113
1367,14272,1100.793262,999.6005758,1127.516722
1368,14273,1763.191081,1633.318944,1770.391695
1369,14275,370.640981,229.4745293,348.3717472
1370,14276,1941.100406,1644.087918,1896.789204
1371,14277,4186.80392,3754.259478,4141.538477
1372,14279,259.5426078,168.5052347,280.9885573
1373,14282,7126.664996,6312.476304,6950.081862
1374,14283,109.7944815,81.25526735,104.0650657
1375,14284,903.2711098,838.856778,927.4451215
1376,14285,2823.515345,2539.965581,2805.700193
1377,14286,5791.745634,5176.839902,5726.81008
1378,14287,1310.858718,1252.637571,1340.17948
1379,14289,2024.263106,1850.5358,1997.466241
1380,14290,3288.465414,2936.54961,3237.863879
1381,14291,6681.12972,5970.889312,6567.410887
1382,14292,8018.59934,7119.571698,7849.887813
1383,14293,2417.205976,2188.328634,2403.360906
1384,14295,2236.204761,2003.086177,2228.057831
1385,14296,358.9343568,241.2997123,364.7356696
1386,14297,2661.962257,2449.745776,2646.369926
1387,14298,77844.29364,68730.0155,75780.81984
1388,14299,9897.18179,8735.516988,9644.13515
1389,14301,1782.520727,1533.737996,1773.78374
1390,14302,534.0097868,351.2342214,552.7560407
1391,14303,236.2311058,209.2852892,253.288128
1392,14304,1050.960583,810.0041405,1046.370261
1393,14305,2838.199959,2841.444026,2806.904692
1394,14306,2710.330021,2423.091169,2707.586593
1395,14307,4089.264267,3517.171512,4032.490252
1396,14309,3864.822867,3452.725409,3793.445451
1397,14311,600.2464822,497.6771467,627.0769582
1398,14312,3200.780302,2814.173082,3130.726437
1399,14314,721.1594137,654.9384142,751.4386956
1400,14315,3075.572695,2751.122321,3039.029215
1401,14316,476.0095042,292.9490161,462.9114542
1402,14319,457.4352247,337.5046173,501.8179978
1403,14320,1091.684868,825.8638085,1070.704683
1404,14321,2759.281583,2488.537206,2727.461006
1405,14322,113.5558929,65.93960753,103.1867393
1406,14323,1293.820295,1201.040402,1294.939267
1407,14324,418.0799574,311.1549229,458.4118243
1408,14326,891.1173404,699.0713691,902.0174756
1409,14327,1527.219948,1261.903457,1525.671362
1410,14329,8715.172292,7713.79569,8510.411944
1411,14331,990.1002696,1095.152738,1074.998913
1412,14332,2258.544268,2067.422222,2269.479892
1413,14334,4546.1147,4037.736101,4449.719059
1414,14335,1752.378029,1758.728672,1836.448413
1415,14336,2502.783061,2330.617793,2523.717741
1416,14338,1014.92879,847.3503811,1017.900764
1417,14339,691.1246069,548.8605721,692.1505202
1418,14341,3853.553703,3384.694238,3785.901887
1419,14342,1548.874169,1391.559066,1530.097816
1420,14343,531.0799048,320.8618377,523.3276711
1421,14344,2197.445816,1514.726802,2016.353674
1422,14346,1917.551129,1686.50439,1955.664105
1423,14350,678.2455949,528.5505072,672.464016
1424,14352,1551.762423,1416.279618,1600.467456
1425,14353,677.1741099,564.738936,703.2509857
1426,14354,2865.576255,2881.877977,2877.292813
1427,14355,661.2001659,465.8325886,684.6095281
1428,14356,2429.521478,2746.753788,2399.562958
1429,14358,493.2020877,339.6241104,511.2563633
1430,14359,3743.115233,3554.683223,3533.012417
1431,14360,4215.812329,4129.425415,4210.434731
1432,14363,295.0097934,239.7047749,316.8978914
1433,14364,3732.869282,3927.622936,3564.48465
1434,14365,417.5199582,315.3246076,457.9069158
1435,14367,15723.7005,14084.70981,15103.63799
1436,14369,108.6544802,84.4860064,112.0540047
1437,14370,29.82322792,18.42213592,26.28557474
1438,14372,597.7016065,384.2213775,616.5472017
1439,14375,998.8575502,858.0711249,1043.869384
1440,14377,848.0432673,794.5484753,921.2859057
1441,14379,1479.491957,1359.770882,1510.684951
1442,14381,634.7967991,619.2391336,692.8101614
1443,14382,1029.038189,1014.480083,1119.916845
1444,14383,3042.408561,2914.13747,3094.58186
1445,14385,4078.467605,3997.388033,3864.928809
1446,14387,4616.954791,4493.643151,4634.370208
1447,14388,6152.144213,5460.793893,6019.646402
1448,14389,2034.129604,1828.187225,2012.362308
1449,14390,7940.160921,7085.22497,7741.512638
1450,14395,8243.008853,7313.145053,8038.567267
1451,14396,1596.044333,1429.530905,1606.085805
1452,14397,7175.199992,6413.610154,6767.151762
1453,14398,405.3611717,299.5558466,440.1322864
1454,14399,169.56547,95.68699187,150.1193115
1455,14400,1264.317487,1080.19006,1275.649382
1456,14401,5833.613066,5175.171525,5702.398114
1457,14403,1837.480527,1505.383319,1798.791479
1458,14404,2679.297491,2377.537591,2641.512441
1459,14407,2518.730028,2321.382375,2368.388216
1460,14408,3527.242933,3168.210761,3489.488697
1461,14409,3195.219753,2797.545741,3159.300882
1462,14410,2871.053742,2568.510395,2812.864622
1463,14412,1466.918018,1352.908628,1494.249138
1464,14413,613.401598,406.648356,615.1547861
1465,14414,2579.063792,2216.637885,2488.332659
1466,14415,10313.94902,9166.862951,10091.29673
1467,14416,2606.948134,2666.85425,2659.71901
1468,14418,5888.903469,5678.860234,5897.65988
1469,14419,2259.235496,2047.265233,2231.837873
1470,14420,1454.007138,1274.315852,1450.539322
1471,14421,1662.363438,1482.190805,1660.907923
1472,14422,8895.903696,7917.846664,8712.486103
1473,14423,825.6075733,673.5012387,844.2520833
1474,14425,321.8998825,179.475151,306.9429804
1475,14426,10593.28754,9342.672606,10329.6479
1476,14427,985.2294814,906.3782075,1010.844796
1477,14428,2528.069652,2295.411593,2486.77086
1478,14430,64.07023366,48.00612499,60.22983277
1479,14431,1385.907962,961.8493877,1372.382175
1480,14432,8918.691085,8365.139943,8428.287089
1481,14434,6330.082954,6098.030507,5931.218634
1482,14436,467.6936366,447.1154106,512.1882545
1483,14437,962.0305569,791.6223853,948.7996484
1484,14439,3554.302138,2372.705985,3499.396427
1485,14440,5006.023257,4482.649349,4936.990408
1486,14441,4128.992703,3680.293231,4047.506082
1487,14442,4247.185364,3821.826623,4198.386971
1488,14443,2948.268596,2628.114809,2903.266284
1489,14446,2041.059956,1881.548544,2048.363893
1490,14447,2100.432996,1925.49544,2108.892576
1491,14448,821.2568582,815.0194563,892.3737591
1492,14449,3301.568631,2983.028898,3271.275816
1493,14450,1186.846975,926.824115,1163.617173
1494,14451,3181.031083,2765.093876,3119.854744
1495,14452,1069.492914,997.1874982,1094.128531
1496,14454,602.5084402,365.4859538,586.164958
1497,14455,17.58873336,20.44382116,16.90839588
1498,14456,9586.00943,8804.484171,9116.79593
1499,14459,1456.725725,1291.235332,1527.637072
1500,14460,1125.109948,937.5500076,1101.799735
1501,14461,4867.581849,3709.905042,4676.972888
1502,14462,3148.715955,2725.692273,3045.561175
1503,14463,1055.060473,942.1262531,1076.928849
1504,14464,162.5156274,109.9741688,171.0456641
1505,14465,1828.838361,1125.207313,1693.830562
1506,14466,4116.470013,3653.576197,4053.732403
1507,14467,2244.5808,2006.919648,2216.09296
1508,14469,808.5583257,492.075757,796.5046967
1509,14470,1050.288717,998.5552487,1094.332718
1510,14471,243.4232164,147.0738422,261.2357498
1511,14472,2026.380308,1723.964,1998.468613
1512,14473,857.1606659,828.1207683,928.3167621
1513,14474,859.923446,809.8817918,900.5832251
1514,14475,1749.40757,1541.393532,1723.08718
1515,14477,2124.09321,1905.520437,2104.283496
1516,14478,726.1829474,471.6161661,729.0573221
1517,14479,911.8269875,718.8945359,931.6021175
1518,14480,1172.731159,1084.704622,1191.044292
1519,14481,1529.690889,1259.26914,1526.358474
1520,14482,4897.088436,4376.061811,4805.933842
1521,14483,468.4873936,419.48303,492.1367606
1522,14484,857.7980356,791.7732856,881.9200044
1523,14486,176.3731792,133.0615287,186.3700297
1524,14487,2451.494659,2223.336437,2435.266394
1525,14489,1188.882593,971.5898042,1212.6276
1526,14490,394.675232,360.6085656,423.4706486
1527,14491,688.5395702,623.7862579,750.8533401
1528,14492,4.379016964,3.447036618,3.928985115
1529,14493,4711.96936,4204.366084,4627.580833
1530,14494,572.9403922,546.8658515,601.9390501
1531,14495,589.0283202,542.4109599,604.7594077
1532,14496,280.8936437,162.9786317,247.6115446
1533,14497,607.2123778,469.7854454,634.496296
1534,14498,4189.470119,3704.50925,4120.111114
1535,14499,2803.864989,2497.667932,2749.87675
1536,14500,1204.360837,1151.299502,1232.677209
1537,14501,944.0644528,879.5313095,977.8353028
1538,14502,4536.544814,4067.631858,4399.944094
1539,14503,7839.402919,7228.528033,7615.776488
1540,14504,1707.962489,1576.502226,1721.759514
1541,14505,9544.289679,8456.683102,9351.108759
1542,14506,3098.996187,2806.601435,3092.414618
1543,14507,2947.144029,2633.796091,2913.62497
1544,14508,1040.783498,966.4860931,1065.336349
1545,14510,475.4346392,384.5288838,512.996715
1546,14511,4832.904205,4491.645939,4641.841232
1547,14512,1152.386924,908.0733241,1138.611316
1548,14513,1071.663402,923.3200455,1062.494522
1549,14514,3333.550479,2939.156121,3305.163529
1550,14515,4171.136309,3731.10317,4109.456392
1551,14517,1318.376339,1312.637997,1400.872881
1552,14519,107.6496729,69.25275205,110.8294956
1553,14520,830.9999364,826.670076,898.62229
1554,14522,1806.480477,1627.212433,1798.781777
1555,14524,3469.723928,3106.126216,3414.385523
1556,14525,7057.263128,6274.63807,6917.700328
1557,14527,22744.19609,20009.32837,22075.27385
1558,14529,2529.294673,2538.280174,2551.346769
1559,14530,5692.118081,5028.446802,5574.394724
1560,14532,1716.72625,1043.381648,1576.331644
1561,14533,3238.956113,2868.807844,3173.735599
1562,14534,5961.530367,5275.112951,5804.487038
1563,14535,5038.272841,4418.900309,4968.521231
1564,14537,690.4630217,647.1362845,723.890184
1565,14538,1154.882785,1042.821169,1170.790695
1566,14539,3558.675508,3608.550278,3628.476086
1567,14540,3405.079472,3059.54441,3368.771381
1568,14541,2465.30406,2147.259804,2419.40678
1569,14543,10935.23709,9659.916694,10651.10823
1570,14544,2186.288749,2069.682425,2281.794732
1571,14546,4092.754449,3675.896958,4042.732065
1572,14547,18876.53174,17609.26913,17231.87444
1573,14548,1738.227618,1461.202889,1740.850587
1574,14549,670.8657164,489.2485044,681.7130129
1575,14550,1591.06233,1482.32636,1625.404938
1576,14551,1127.450828,1022.859412,1127.783391
1577,14552,684.3460929,605.990465,716.6693606
1578,14553,2095.633129,1884.653259,2074.154919
1579,14554,10368.71558,9978.250991,9846.36134
1580,14555,1909.839693,1716.653615,1921.612135
1581,14556,129.0949091,82.32299681,125.0490714
1582,14558,6.335802453,5.308599261,5.780341249
1583,14560,5640.249203,4978.308065,5494.779693
1584,14561,2421.621791,2312.571083,2475.402604
1585,14562,6367.081349,5645.648882,6215.789229
1586,14563,244.4240188,166.8187072,260.9876454
1587,14564,617.4283425,344.3245577,588.4795881
1588,14565,3595.287193,3134.116201,3575.203099
1589,14566,3041.861871,2696.929155,3107.947528
1590,14567,2961.978019,2863.370315,2991.048293
1591,14569,858.9195613,805.1999614,880.9824955
1592,14570,539.1159741,447.2635211,588.7704748
1593,14572,5247.421667,4722.74651,5187.085771
1594,14573,1897.033141,1366.327211,1810.216753
1595,14577,1383.730838,1259.878995,1386.012845
1596,14581,512.3629673,509.6533723,560.4006264
1597,14583,1946.546099,1762.710884,1935.910472
1598,14584,1569.439219,1204.491241,1522.326195
1599,14585,1750.644418,1584.277485,1757.565021
1600,14587,3102.445005,2787.284026,3024.276594
1601,14590,0.120798139,0.083025347,0.108141584
1602,14591,2312.912837,2293.897542,2483.705271
1603,14592,3049.615315,3079.747391,3013.153601
1604,14593,2910.556916,2628.354073,2901.999727
1605,14594,693.2400077,688.6274025,753.5831318
1606,14595,2110.029144,1904.589686,2101.658174
1607,14597,2902.417558,2667.008484,2920.447858
1608,14598,533.8451063,524.9523658,584.448281
1609,14599,426.1325294,319.3493525,462.6129553
1610,14600,591.1260608,492.6162455,642.5622261
1611,14605,638.5125546,455.1184842,665.2736299
1612,14606,27338.2839,24046.20132,26524.30116
1613,14607,14022.49051,12468.9253,13771.1764
1614,14608,2968.558679,2671.84442,2937.559155
1615,14609,1692.892127,1465.222498,1663.557532
1616,14610,311.8220238,232.4690919,338.4196162
1617,14611,332.1838515,216.8500285,336.1629721
1618,14615,81.37800067,60.50890269,74.41683231
1619,14616,767.5537693,572.508373,758.8015411
1620,14617,203.1223402,199.0330925,218.657421
1621,14618,1724.531625,1557.17842,1710.288332
